"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Ldonovani.gff","Lmajor.gff","NonEsmeraldo.gff","T.brucei.gff","T.evansi.gff","esmerldolike.gff","infantum.gff"
"group_8616","","","1","1","1","1","2320","1","10178","","1040","1040","1040","","","TcCLB.507063.80","","","",""
"group_8617","","","1","1","1","1","2323","1","9872","","72","72","72","","","TcCLB.506321.220","","","",""
"group_8618","","","1","1","1","1","2322","1","9873","","530","530","530","","","TcCLB.506321.230","","","",""
"group_8619","","","1","1","1","1","2179","1","9869","","1136","1136","1136","","","TcCLB.509721.50","","","",""
"group_8620","","","1","1","1","1","2180","1","9868","","1517","1517","1517","","","TcCLB.509721.79","","","",""
"group_8621","","","1","1","1","1","2181","1","9885","","1127","1127","1127","","","TcCLB.507777.10","","","",""
"group_8622","","","1","1","1","1","2182","1","9600","","335","335","335","","","TcCLB.510993.10","","","",""
"group_8623","","","1","1","1","1","369","1","9598","","1055","1055","1055","","","TcCLB.508677.80","","","",""
"group_8624","","","1","1","1","1","371","1","9604","","1055","1055","1055","","","TcCLB.509331.210","","","",""
"group_8625","","","1","1","1","1","370","1","9597","","629","629","629","","","TcCLB.508677.60","","","",""
"group_8626","","","1","1","1","1","379","1","9609","","3116","3116","3116","","","TcCLB.508043.30","","","",""
"group_8627","","","1","1","1","1","378","1","9610","","1895","1895","1895","","","TcCLB.508043.40","","","",""
"group_8629","","","1","1","1","1","9123","1","9565","","761","761","761","","","TcCLB.509461.20","","","",""
"group_8630","","","1","1","1","1","9122","1","9564","","797","797","797","","","TcCLB.509461.10","","","",""
"group_8631","","","1","1","1","1","9121","1","9563","","1616","1616","1616","","","TcCLB.509855.20","","","",""
"group_8632","","","1","1","1","1","9120","1","9562","","1058","1058","1058","","","TcCLB.509857.10","","","",""
"group_8633","","","1","1","1","1","9119","1","9561","","2075","2075","2075","","","TcCLB.509857.50","","","",""
"group_8634","","","1","1","1","1","9118","1","9560","","1883","1883","1883","","","TcCLB.509857.60","","","",""
"group_8635","","","1","1","1","1","8724","1","9006","","446","446","446","","","TcCLB.509859.50","","","",""
"group_8636","","","1","1","1","1","8725","1","9005","","3881","3881","3881","","","TcCLB.509859.60","","","",""
"group_8637","","","1","1","1","1","8726","1","9548","","374","374","374","","","TcCLB.509859.70","","","",""
"group_8638","","","1","1","1","1","8727","1","9549","","1496","1496","1496","","","TcCLB.509859.80","","","",""
"group_8639","","","1","1","1","1","8728","1","9550","","131","131","131","","","TcCLB.509859.90","","","",""
"group_8641","","","1","1","1","1","9072","1","9501","","1028","1028","1028","","","TcCLB.509601.20","","","",""
"group_8642","","","1","1","1","1","5525","1","8700","","334","334","334","","","TcCLB.503411.4","","","",""
"group_8643","","","1","1","1","1","5526","1","8701","","803","803","803","","","TcCLB.503411.10","","","",""
"group_8644","","","1","1","1","1","5533","1","8709","","431","431","431","","","TcCLB.507715.34","","","",""
"group_8645","","","1","1","1","1","5538","1","8699","","10808","10808","10808","","","TcCLB.507715.70","","","",""
"group_8646","","","1","1","1","1","5539","1","8713","","713","713","713","","","TcCLB.507715.80","","","",""
"group_8647","","","1","1","1","1","5540","1","8714","","1217","1217","1217","","","TcCLB.507717.20","","","",""
"group_8648","","","1","1","1","1","5541","1","8715","","2501","2501","2501","","","TcCLB.506235.10","","","",""
"group_8649","","","1","1","1","1","5542","1","8716","","1454","1454","1454","","","TcCLB.506235.20","","","",""
"group_8651","","","1","1","1","1","5548","1","8723","","344","344","344","","","TcCLB.507209.10","","","",""
"group_8655","","","1","1","1","1","6982","1","6008","","3101","3101","3101","","","TcCLB.509287.30","","","",""
"group_8656","","","1","1","1","1","6983","1","6009","","1022","1022","1022","","","TcCLB.509287.20","","","",""
"group_8657","","","1","1","1","1","6984","1","6010","","845","845","845","","","TcCLB.509287.10","","","",""
"group_8658","","","1","1","1","1","6985","1","6011","","1106","1106","1106","","","TcCLB.504533.50","","","",""
"group_8659","","","1","1","1","1","6987","1","6005","","320","320","320","","","TcCLB.508737.60","","","",""
"group_8660","","","1","1","1","1","6992","1","6016","","10325","10325","10325","","","TcCLB.508739.40","","","",""
"group_8661","","","1","1","1","1","6993","1","6017","","2816","2816","2816","","","TcCLB.508739.50","","","",""
"group_8663","","","1","1","1","1","10136","1","7740","","1292","1292","1292","","","TcCLB.508741.140","","","",""
"group_8664","","","1","1","1","1","10271","1","7751","","2015","2015","2015","","","TcCLB.508741.330","","","",""
"group_8665","","","1","1","1","1","2090","1","7750","","479","479","479","","","TcCLB.508741.350","","","",""
"group_8666","","","1","1","1","1","2092","1","7744","","4424","4424","4424","","","TcCLB.508741.370","","","",""
"group_8667","","","1","1","1","1","2093","1","7743","","2165","2165","2165","","","TcCLB.508741.380","","","",""
"group_8668","","","1","1","1","1","2094","1","38","","3512","3512","3512","","","TcCLB.508741.390","","","",""
"group_8669","","","1","1","1","1","1944","1","161","","656","656","656","","","TcCLB.508963.20","","","",""
"group_8672","","","1","1","1","1","2095","1","40","","3158","3158","3158","","","TcCLB.503581.30","","","",""
"group_8673","","","1","1","1","1","2080","1","39","","1011","1011","1011","","","TcCLB.503581.39","","","",""
"group_8674","","","1","1","1","1","2081","1","33","","1976","1976","1976","","","TcCLB.506573.60","","","",""
"group_8675","","","1","1","1","1","2082","1","34","","1694","1694","1694","","","TcCLB.506573.50","","","",""
"group_8676","","","1","1","1","1","2083","1","35","","1025","1025","1025","","","TcCLB.506573.40","","","",""
"group_8677","","","1","1","1","1","2084","1","36","","377","377","377","","","TcCLB.506573.34","","","",""
"group_8678","","","1","1","1","1","2085","1","37","","1145","1145","1145","","","TcCLB.507491.30","","","",""
"group_8679","","","1","1","1","1","2079","1","9788","","1391","1391","1391","","","TcCLB.507491.90","","","",""
"group_8680","","","1","1","1","1","2078","1","9789","","2819","2819","2819","","","TcCLB.507491.100","","","",""
"group_8682","","","1","1","1","1","2057","1","9798","","1988","1988","1988","","","TcCLB.509901.100","","","",""
"group_8683","","","1","1","1","1","1878","1","9796","","2945","2945","2945","","","TcCLB.509253.50","","","",""
"group_8684","","","1","1","1","1","1879","1","9795","","1532","1532","1532","","","TcCLB.503473.20","","","",""
"group_8685","","","1","1","1","1","1880","1","10424","","443","443","443","","","TcCLB.511927.10","","","",""
"group_8687","","","1","1","1","1","4465","1","11213","","740","740","740","","","TcCLB.511899.30","","","",""
"group_8688","","","1","1","1","1","4466","1","11214","","1214","1214","1214","","","TcCLB.511899.40","","","",""
"group_8689","","","1","1","1","1","4467","1","11215","","1178","1178","1178","","","TcCLB.511903.90","","","",""
"group_8690","","","1","1","1","1","4469","1","11217","","1574","1574","1574","","","TcCLB.511903.170","","","",""
"group_8691","","","1","1","1","1","4470","1","11218","","941","941","941","","","TcCLB.511903.180","","","",""
"group_8693","","","1","1","1","1","4484","1","4","","1199","1199","1199","","","TcCLB.511909.20","","","",""
"group_8694","","","1","1","1","1","4421","1","3","","596","596","596","","","TcCLB.511909.30","","","",""
"group_8696","","","1","1","1","1","3711","1","11185","","1265","1265","1265","","","TcCLB.507991.30","","","",""
"group_8697","","","1","1","1","1","3710","1","11184","","704","704","704","","","TcCLB.507991.40","","","",""
"group_8698","","","1","1","1","1","3750","1","11183","","3626","3626","3626","","","TcCLB.508641.90","","","",""
"group_8699","","","1","1","1","1","3751","1","11182","","1364","1364","1364","","","TcCLB.508641.100","","","",""
"group_8700","","","1","1","1","1","3752","1","10536","","758","758","758","","","TcCLB.508641.190","","","",""
"group_8701","","","1","1","1","1","4544","1","11145","","2144","2144","2144","","","TcCLB.508643.9","","","",""
"group_8702","","","1","1","1","1","4545","1","11017","","1448","1448","1448","","","TcCLB.508643.20","","","",""
"group_8705","","","1","1","1","1","4550","1","11022","","1814","1814","1814","","","TcCLB.505183.60","","","",""
"group_8706","","","1","1","1","1","4551","1","11023","","1460","1460","1460","","","TcCLB.505183.130","","","",""
"group_8707","","","1","1","1","1","4556","1","10743","","434","434","434","","","TcCLB.503693.11","","","",""
"group_8708","","","1","1","1","1","4555","1","10744","","1952","1952","1952","","","TcCLB.503693.20","","","",""
"group_8709","","","1","1","1","1","4554","1","10745","","1808","1808","1808","","","TcCLB.504131.90","","","",""
"group_8710","","","1","1","1","1","4553","1","10746","","1256","1256","1256","","","TcCLB.510945.70","","","",""
"group_8711","","","1","1","1","1","4552","1","10747","","872","872","872","","","TcCLB.503979.20","","","",""
"group_8712","","","1","1","1","1","3698","1","10748","","809","809","809","","","TcCLB.509877.60","","","",""
"group_8713","","","1","1","1","1","3699","1","10749","","656","656","656","","","TcCLB.509877.50","","","",""
"group_8714","","","1","1","1","1","2709","1","10688","","3698","3698","3698","","","TcCLB.506297.290","","","",""
"group_8716","","","1","1","1","1","2732","1","10608","","616","616","616","","","TcCLB.507765.149","","","",""
"group_8717","","","1","1","1","1","2679","1","10607","","3944","3944","3944","","","TcCLB.507765.140","","","",""
"group_8720","","","1","1","1","1","2738","1","10701","","2228","2228","2228","","","TcCLB.508799.250","","","",""
"group_8721","","","1","1","1","1","2739","1","10702","","1562","1562","1562","","","TcCLB.508799.240","","","",""
"group_8722","","","1","1","1","1","2742","1","10705","","1367","1367","1367","","","TcCLB.511169.20","","","",""
"group_8723","","","1","1","1","1","2837","1","10598","","5066","5066","5066","","","TcCLB.511167.50","","","",""
"group_8724","","","1","1","1","1","2838","1","10597","","1304","1304","1304","","","TcCLB.511151.60","","","",""
"group_8725","","","1","1","1","1","2839","1","10596","","947","947","947","","","TcCLB.508177.64","","","",""
"group_8726","","","1","1","1","1","2840","1","10595","","1646","1646","1646","","","TcCLB.508177.60","","","",""
"group_8727","","","1","1","1","1","2841","1","10594","","1151","1151","1151","","","TcCLB.503559.70","","","",""
"group_8728","","","1","1","1","1","1537","2","9","","1706","1706","1706","","","TcCLB.508175.220","","","",""
"group_8729","","","1","1","1","1","1536","2","8","","1226","1226","1226","","","TcCLB.508175.210","","","",""
"group_8730","","","1","1","1","1","1535","2","7","","2792","2792","2792","","","TcCLB.508175.200","","","",""
"group_8732","","","1","1","1","1","1445","2","136","","740","740","740","","","TcCLB.506681.70","","","",""
"group_8733","","","1","1","1","1","1444","2","135","","2618","2618","2618","","","TcCLB.506681.60","","","",""
"group_8734","","","1","1","1","1","1439","2","132","","1936","1936","1936","","","TcCLB.510305.9","","","",""
"group_8735","","","1","1","1","1","1434","2","126","","1115","1115","1115","","","TcCLB.510303.260","","","",""
"group_8736","","","1","1","1","1","1485","2","125","","1700","1700","1700","","","TcCLB.510303.250","","","",""
"group_8737","","","1","1","1","1","1486","2","83","","602","602","602","","","TcCLB.510303.230","","","",""
"group_8738","","","1","1","1","1","1487","2","84","","2081","2081","2081","","","TcCLB.510303.200","","","",""
"group_8739","","","1","1","1","1","1550","2","46","","3257","3257","3257","","","TcCLB.508173.200","","","",""
"group_8740","","","1","1","1","1","1555","2","34","","1298","1298","1298","","","TcCLB.508173.170","","","",""
"group_8741","","","1","1","1","1","1554","2","33","","461","461","461","","","TcCLB.508173.160","","","",""
"group_8742","","","1","1","1","1","1553","2","32","","425","425","425","","","TcCLB.508173.150","","","",""
"group_8743","","","1","1","1","1","1552","2","31","","1625","1625","1625","","","TcCLB.508173.140","","","",""
"group_8744","","","1","1","1","1","1551","2","30","","1040","1040","1040","","","TcCLB.508173.10","","","",""
"group_8746","","","1","1","1","1","1729","1","10221","","1964","1964","1964","","","TcCLB.506793.60","","","",""
"group_8747","","","1","1","1","1","1728","1","10220","","1163","1163","1163","","","TcCLB.506793.40","","","",""
"group_8748","","","1","1","1","1","1726","1","10217","","677","677","677","","","TcCLB.506791.79","","","",""
"group_8749","","","1","1","1","1","1716","1","10207","","446","446","446","","","TcCLB.506789.334","","","",""
"group_8750","","","1","1","1","1","1780","1","10206","","1025","1025","1025","","","TcCLB.506789.330","","","",""
"group_8751","","","1","1","1","1","1781","1","10288","","1325","1325","1325","","","TcCLB.506789.310","","","",""
"group_8752","","","1","1","1","1","1782","1","10289","","512","512","512","","","TcCLB.506789.300","","","",""
"group_8753","","","1","1","1","1","1788","1","10295","","1769","1769","1769","","","TcCLB.506789.160","","","",""
"group_8755","","","1","1","1","1","1799","1","10267","","1832","1832","1832","","","TcCLB.508397.60","","","",""
"group_8756","","","1","1","1","1","11546","1","5491","","2777","2777","2777","","","TcCLB.503723.50","","","",""
"group_8757","","","1","1","1","1","11547","1","5490","","1967","1967","1967","","","TcCLB.503723.40","","","",""
"group_8758","","","1","1","1","1","11544","1","5495","","4177","4177","4177","","","TcCLB.506991.19","","","",""
"group_8759","","","1","1","1","1","11543","1","5489","","1565","1565","1565","","","TcCLB.508881.80","","","",""
"group_8760","","","1","1","1","1","11542","1","5488","","1466","1466","1466","","","TcCLB.508881.70","","","",""
"group_8761","","","1","1","1","1","11536","1","5482","","716","716","716","","","TcCLB.508881.54","","","",""
"group_8762","","","1","1","1","1","11537","1","5483","","1007","1007","1007","","","TcCLB.508881.50","","","",""
"group_8763","","","1","1","1","1","11538","1","5484","","2750","2750","2750","","","TcCLB.508881.40","","","",""
"group_8764","","","1","1","1","1","11539","1","5485","","1418","1418","1418","","","TcCLB.508881.30","","","",""
"group_8765","","","1","1","1","1","11540","1","5486","","2396","2396","2396","","","TcCLB.508881.20","","","",""
"group_8766","","","1","1","1","1","11535","1","5500","","1541","1541","1541","","","TcCLB.508879.180","","","",""
"group_8767","","","1","1","1","1","11534","1","5501","","1616","1616","1616","","","TcCLB.508879.170","","","",""
"group_8768","","","1","1","1","1","11533","1","5502","","1259","1259","1259","","","TcCLB.508879.150","","","",""
"group_8769","","","1","1","1","1","11532","1","5503","","578","578","578","","","TcCLB.508879.70","","","",""
"group_8770","","","1","1","1","1","3278","1","5504","","1814","1814","1814","","","TcCLB.508879.60","","","",""
"group_8771","","","1","1","1","1","3550","1","5475","","2588","2588","2588","","","TcCLB.507513.50","","","",""
"group_8772","","","1","1","1","1","3547","1","4821","","3911","3911","3911","","","TcCLB.507515.20","","","",""
"group_8773","","","1","1","1","1","3546","1","4822","","476","476","476","","","TcCLB.507515.40","","","",""
"group_8774","","","1","1","1","1","3541","1","4823","","833","833","833","","","TcCLB.507515.50","","","",""
"group_8775","","","1","1","1","1","3542","1","4824","","3404","3404","3404","","","TcCLB.507515.70","","","",""
"group_8776","","","1","1","1","1","3543","1","4825","","1268","1268","1268","","","TcCLB.507515.80","","","",""
"group_8778","","","1","1","1","1","3531","1","4817","","227","227","227","","","TcCLB.472777.9","","","",""
"group_8779","","","1","1","1","1","3535","1","4815","","1241","1241","1241","","","TcCLB.509505.60","","","",""
"group_8781","","","1","1","1","1","7416","1","4513","","1301","1301","1301","","","TcCLB.507517.70","","","",""
"group_8782","","","1","1","1","1","7415","1","4477","","2003","2003","2003","","","TcCLB.509507.10","","","",""
"group_8783","","","1","1","1","1","7414","1","4476","","1308","1308","1308","","","TcCLB.509507.49","","","",""
"group_8784","","","1","1","1","1","7413","1","4475","","893","893","893","","","TcCLB.509509.20","","","",""
"group_8785","","","1","1","1","1","7412","1","4474","","2978","2978","2978","","","TcCLB.507519.20","","","",""
"group_8786","","","1","1","1","1","7006","1","5976","","582","582","582","","","TcCLB.510819.4","","","",""
"group_8788","","","1","1","1","1","7008","1","5992","","926","926","926","","","TcCLB.510819.40","","","",""
"group_8789","","","1","1","1","1","7021","1","6002","","1238","1238","1238","","","TcCLB.506315.100","","","",""
"group_8790","","","1","1","1","1","7020","1","6001","","1046","1046","1046","","","TcCLB.510821.10","","","",""
"group_8791","","","1","1","1","1","7019","1","6000","","794","794","794","","","TcCLB.510821.50","","","",""
"group_8792","","","1","1","1","1","7017","1","5998","","2009","2009","2009","","","TcCLB.510823.10","","","",""
"group_8793","","","1","1","1","1","7016","1","5997","","1802","1802","1802","","","TcCLB.510823.30","","","",""
"group_8794","","","1","1","1","1","7015","1","5996","","1403","1403","1403","","","TcCLB.510823.40","","","",""
"group_8795","","","1","1","1","1","7014","1","5995","","1496","1496","1496","","","TcCLB.510823.80","","","",""
"group_8796","","","1","1","1","1","7013","1","5994","","2240","2240","2240","","","TcCLB.510823.90","","","",""
"group_8797","","","1","1","1","1","7012","1","5993","","1616","1616","1616","","","TcCLB.510823.100","","","",""
"group_8798","","","1","1","1","1","7011","1","5983","","602","602","602","","","TcCLB.510827.10","","","",""
"group_8799","","","1","1","1","1","7010","1","5984","","3914","3914","3914","","","TcCLB.510827.40","","","",""
"group_8800","","","1","1","1","1","7009","1","5985","","3245","3245","3245","","","TcCLB.508533.50","","","",""
"group_8801","","","1","1","1","1","7001","1","5986","","1907","1907","1907","","","TcCLB.506317.10","","","",""
"group_8802","","","1","1","1","1","7002","1","5987","","3452","3452","3452","","","TcCLB.506317.20","","","",""
"group_8803","","","1","1","1","1","7003","1","5988","","563","563","563","","","TcCLB.503459.10","","","",""
"group_8804","","","1","1","1","1","7004","1","5989","","257","257","257","","","TcCLB.506319.5","","","",""
"group_8805","","","1","1","1","1","2995","1","2826","","479","479","479","","","TcCLB.508577.150","","","",""
"group_8806","","","1","1","1","1","3010","1","2861","","2528","2528","2528","","","TcCLB.509471.20","","","",""
"group_8808","","","1","1","1","1","3016","1","2886","","344","344","344","","","TcCLB.508823.60","","","",""
"group_8809","","","1","1","1","1","2972","1","2869","","377","377","377","","","TcCLB.508823.40","","","",""
"group_8810","","","1","1","1","1","2971","1","2868","","389","389","389","","","TcCLB.508823.20","","","",""
"group_8811","","","1","1","1","1","2970","1","2867","","1925","1925","1925","","","TcCLB.508821.30","","","",""
"group_8812","","","1","1","1","1","2969","1","2866","","2666","2666","2666","","","TcCLB.508821.20","","","",""
"group_8814","","","1","1","1","1","2974","1","2824","","1229","1229","1229","","","TcCLB.508819.30","","","",""
"group_8815","","","1","1","1","1","2973","1","2825","","1418","1418","1418","","","TcCLB.508819.20","","","",""
"group_8816","","","1","1","1","1","2965","1","2891","","659","659","659","","","TcCLB.508815.160","","","",""
"group_8817","","","1","1","1","1","1414","1","3018","","1340","1340","1340","","","TcCLB.508073.10","","","",""
"group_8818","","","1","1","1","1","1415","1","3017","","1856","1856","1856","","","TcCLB.508073.20","","","",""
"group_8819","","","1","1","1","1","1416","1","3016","","2222","2222","2222","","","TcCLB.510901.230","","","",""
"group_8820","","","1","1","1","1","1417","1","3015","","2345","2345","2345","","","TcCLB.510901.220","","","",""
"group_8821","","","1","1","1","1","1412","1","3023","","2108","2108","2108","","","TcCLB.508601.100","","","",""
"group_8824","","","1","1","1","1","1400","1","3077","","575","575","575","","","TcCLB.511017.69","","","",""
"group_8825","","","1","1","1","1","1399","1","3078","","4430","4430","4430","","","TcCLB.508699.10","","","",""
"group_8826","","","1","1","1","1","8088","1","3090","","1373","1373","1373","","","TcCLB.508827.30","","","",""
"group_8827","","","1","1","1","1","8087","1","3091","","1874","1874","1874","","","TcCLB.508827.40","","","",""
"group_8829","","","1","1","1","1","4399","1","10476","","1214","1214","1214","","","TcCLB.507897.20","","","",""
"group_8830","","","1","1","1","1","4398","1","10475","","572","572","572","","","TcCLB.507897.2","","","",""
"group_8831","","","1","1","1","1","4397","1","10474","","239","239","239","","","TcCLB.506419.69","","","",""
"group_8832","","","1","1","1","1","4394","1","10471","","1895","1895","1895","","","TcCLB.508065.70","","","",""
"group_8833","","","1","1","1","1","3765","1","10498","","1646","1646","1646","","","TcCLB.504173.50","","","",""
"group_8835","","","1","1","1","1","3783","1","10493","","719","719","719","","","TcCLB.508015.30","","","",""
"group_8836","","","1","1","1","1","3784","1","10491","","1868","1868","1868","","","TcCLB.510087.50","","","",""
"group_8837","","","1","1","1","1","3823","1","10490","","830","830","830","","","TcCLB.510087.80","","","",""
"group_8838","","","1","1","1","1","3824","1","10489","","2237","2237","2237","","","TcCLB.511389.70","","","",""
"group_8839","","","1","1","1","1","3825","1","10488","","2603","2603","2603","","","TcCLB.511389.50","","","",""
"group_884","","","1","1","1","1","7018","1","5999","","710","710","710","","","TcCLB.510821.60","","","",""
"group_8840","","","1","1","1","1","3826","1","10487","","923","923","923","","","TcCLB.508965.80","","","",""
"group_8841","","","1","1","1","1","3816","5","29","","2792","2792","2792","","","TcCLB.511385.110","","","",""
"group_8842","","","1","1","1","1","3792","5","3","","707","707","707","","","TcCLB.506489.10","","","",""
"group_8843","","","1","1","1","1","3793","5","4","","1073","1073","1073","","","TcCLB.506489.40","","","",""
"group_8844","","","1","1","1","1","3794","5","5","","1313","1313","1313","","","TcCLB.510007.10","","","",""
"group_8845","","","1","1","1","1","3805","5","11","","2021","2021","2021","","","TcCLB.510007.50","","","",""
"group_8846","","","1","1","1","1","3804","5","12","","236","236","236","","","TcCLB.432867.20","","","",""
"group_8847","","","1","1","1","1","3803","5","13","","776","776","776","","","TcCLB.432867.10","","","",""
"group_8848","","","1","1","1","1","3802","5","14","","2885","2885","2885","","","TcCLB.511895.40","","","",""
"group_8849","","","1","1","1","1","3801","5","15","","1808","1808","1808","","","TcCLB.511895.50","","","",""
"group_8851","","","1","1","1","1","3087","1","5301","","1157","1157","1157","","","TcCLB.511491.110","","","",""
"group_8852","","","1","1","1","1","3089","1","5309","","551","551","551","","","TcCLB.509039.40","","","",""
"group_8853","","","1","1","1","1","3080","1","5311","","620","620","620","","","TcCLB.504071.110","","","",""
"group_8854","","","1","1","1","1","3079","1","5314","","2576","2576","2576","","","TcCLB.504071.100","","","",""
"group_8855","","","1","1","1","1","3078","1","5315","","1256","1256","1256","","","TcCLB.504071.90","","","",""
"group_8856","","","1","1","1","1","3077","1","5316","","866","866","866","","","TcCLB.504071.40","","","",""
"group_8857","","","1","1","1","1","3116","1","5318","","2273","2273","2273","","","TcCLB.504071.20","","","",""
"group_8858","","","1","1","1","1","3115","1","5319","","2141","2141","2141","","","TcCLB.507019.10","","","",""
"group_8859","","","1","1","1","1","3114","1","5320","","3281","3281","3281","","","TcCLB.509047.60","","","",""
"group_8860","","","1","1","1","1","3113","1","5321","","446","446","446","","","TcCLB.509047.70","","","",""
"group_8861","","","1","1","1","1","3109","1","5300","","1718","1718","1718","","","TcCLB.509053.30","","","",""
"group_8862","","","1","1","1","1","3108","1","5299","","2051","2051","2051","","","TcCLB.509053.40","","","",""
"group_8863","","","1","1","1","1","3107","1","5298","","1316","1316","1316","","","TcCLB.509053.80","","","",""
"group_8864","","","1","1","1","1","3106","1","5297","","1145","1145","1145","","","TcCLB.509053.90","","","",""
"group_8866","","","1","1","1","1","3097","1","5215","","2291","2291","2291","","","TcCLB.511499.10","","","",""
"group_8867","","","1","1","1","1","3096","1","5214","","2012","2012","2012","","","TcCLB.509059.20","","","",""
"group_8868","","","1","1","1","1","3095","1","5213","","1124","1124","1124","","","TcCLB.509059.30","","","",""
"group_8869","","","1","1","1","1","7702","1","5290","","5582","5582","5582","","","TcCLB.509059.40","","","",""
"group_8872","","","1","1","1","1","7784","1","5219","","2516","2516","2516","","","TcCLB.511509.30","","","",""
"group_8873","","","1","1","1","1","7734","1","5221","","377","377","377","","","TcCLB.511511.3","","","",""
"group_8874","","","1","1","1","1","7735","1","5220","","746","746","746","","","TcCLB.511511.5","","","",""
"group_8877","","","1","1","1","1","7738","1","5223","","875","875","875","","","TcCLB.511517.44","","","",""
"group_8878","","","1","1","1","1","7729","1","5239","","1142","1142","1142","","","TcCLB.511517.120","","","",""
"group_8879","","","1","1","1","1","7728","1","5238","","494","494","494","","","TcCLB.511517.130","","","",""
"group_8880","","","1","1","1","1","7727","1","5237","","1322","1322","1322","","","TcCLB.511523.90","","","",""
"group_8881","","","1","1","1","1","7807","1","2720","","1583","1583","1583","","","TcCLB.506835.70","","","",""
"group_8882","","","1","1","1","1","7808","1","2721","","2882","2882","2882","","","TcCLB.506835.80","","","",""
"group_8884","","","1","1","1","1","10411","1","4446","","1439","1439","1439","","","TcCLB.510155.120","","","",""
"group_8885","","","1","1","1","1","10412","1","4444","","1202","1202","1202","","","TcCLB.510155.115","","","",""
"group_8886","","","1","1","1","1","10400","1","4454","","2645","2645","2645","","","TcCLB.510155.10","","","",""
"group_8887","","","1","1","1","1","10401","1","4453","","555","555","555","","","TcCLB.510153.19","","","",""
"group_8888","","","1","1","1","1","10402","1","4458","","222","222","222","","","TcCLB.431889.10","","","",""
"group_8889","","","1","1","1","1","10403","1","4459","","1235","1235","1235","","","TcCLB.504177.30","","","",""
"group_8892","","","1","1","1","1","10421","1","4441","","884","884","884","","","TcCLB.506593.10","","","",""
"group_8893","","","1","1","1","1","10422","1","4442","","2096","2096","2096","","","TcCLB.504231.30","","","",""
"group_8894","","","1","1","1","1","10423","1","4443","","533","533","533","","","TcCLB.504231.10","","","",""
"group_8896","","","1","1","1","1","10433","1","2059","","1127","1127","1127","","","TcCLB.507615.110","","","",""
"group_8897","","","1","1","1","1","10432","1","2058","","1778","1778","1778","","","TcCLB.507615.100","","","",""
"group_8898","","","1","1","1","1","3342","1","5611","","644","644","644","","","TcCLB.503943.14","","","",""
"group_8899","","","1","1","1","1","3343","1","5612","","803","803","803","","","TcCLB.503943.10","","","",""
"group_89","","","1","1","1","1","11582","1","3130","","704","704","704","","","","","","","LINF_280035700"
"group_890","","","1","1","1","1","7135","1","6197","","350","350","350","","LmjF.15.1090","","","","",""
"group_8902","","","1","1","1","1","8641","1","2641","","1667","1667","1667","","","TcCLB.510687.90","","","",""
"group_8903","","","1","1","1","1","8640","1","2640","","302","302","302","","","TcCLB.510687.70","","","",""
"group_8904","","","1","1","1","1","8109","1","2638","","1478","1478","1478","","","TcCLB.507053.50","","","",""
"group_8905","","","1","1","1","1","8133","1","2634","","593","593","593","","","TcCLB.508257.100","","","",""
"group_8906","","","1","1","1","1","8134","1","2635","","974","974","974","","","TcCLB.508257.90","","","",""
"group_8907","","","1","1","1","1","8132","1","2272","","1016","1016","1016","","","TcCLB.508257.40","","","",""
"group_8908","","","1","1","1","1","8142","1","2271","","692","692","692","","","TcCLB.508257.30","","","",""
"group_8909","","","1","1","1","1","8143","1","2270","","1547","1547","1547","","","TcCLB.507251.10","","","",""
"group_8910","","","1","1","1","1","8144","1","2269","","2147","2147","2147","","","TcCLB.511003.50","","","",""
"group_8911","","","1","1","1","1","8145","1","2268","","1823","1823","1823","","","TcCLB.511003.40","","","",""
"group_8912","","","1","1","1","1","8146","1","2525","","6542","6542","6542","","","TcCLB.511003.30","","","",""
"group_8913","","","1","1","1","1","8147","1","2526","","1313","1313","1313","","","TcCLB.504013.110","","","",""
"group_8914","","","1","1","1","1","8148","1","2527","","911","911","911","","","TcCLB.503923.10","","","",""
"group_8915","","","1","1","1","1","8558","1","2528","","383","383","383","","","TcCLB.506559.480","","","",""
"group_8916","","","1","1","1","1","8317","1","2328","","1517","1517","1517","","","TcCLB.506559.420","","","",""
"group_8917","","","1","1","1","1","8316","1","2329","","1121","1121","1121","","","TcCLB.506559.410","","","",""
"group_8918","","","1","1","1","1","8551","1","2500","","1220","1220","1220","","","TcCLB.506559.370","","","",""
"group_8919","","","1","1","1","1","8149","1","2499","","431","431","431","","","TcCLB.506559.330","","","",""
"group_8920","","","1","1","1","1","8150","1","2498","","1637","1637","1637","","","TcCLB.506559.270","","","",""
"group_8921","","","1","1","1","1","8151","1","2497","","2171","2171","2171","","","TcCLB.506559.260","","","",""
"group_8922","","","1","1","1","1","8152","1","2496","","1418","1418","1418","","","TcCLB.506559.148","","","",""
"group_8926","","","1","1","1","1","8169","1","2545","","2060","2060","2060","","","TcCLB.506435.90","","","",""
"group_8927","","","1","1","1","1","8167","1","2544","","1247","1247","1247","","","TcCLB.506435.100","","","",""
"group_8929","","","1","1","1","1","8160","1","2535","","1343","1343","1343","","","TcCLB.509289.20","","","",""
